department,study_mode,hosteller,attendance,assignment_score,midterm_score,final_score,study_hours,backlogs,placement_selected
EE,Online,No,96,63,74,89,5.5,1,1
ME,Online,Yes,64,44,62,94,4.2,4,0
CE,Offline,No,74,69,52,55,4,5,0
ECE,Hybrid,No,77,48,49,35,4.9,0,0
CE,Online,Yes,89,35,45,46,3.6,0,0
CSE,Offline,Yes,96,81,26,89,4.8,0,1
ECE,Offline,Yes,70,45,50,59,5.7,1,0
CE,Offline,No,52,50,25,64,7.6,0,0
ME,Online,Yes,97,71,86,46,4.2,4,0
ME,Hybrid,No,79,42,26,89,1.8,0,0
ECE,Hybrid,Yes,65,61,37,62,6.6,0,1
CE,Hybrid,Yes,89,40,77,34,4.2,0,0
ECE,Hybrid,Yes,75,89,60,64,5,2,1
CE,Hybrid,No,63,57,74,49,6,1,0
ECE,Online,No,52,85,94,63,5.5,2,1
CSE,Hybrid,No,71,84,88,54,6.9,5,0
EE,Offline,Yes,52,98,33,91,5.9,0,1
CSE,Hybrid,No,73,58,63,83,5.7,5,0
ME,Hybrid,No,81,92,31,67,4.8,0,1
CE,Online,Yes,92,53,38,97,4,3,0
EE,Online,Yes,95,99,54,40,3.5,2,1
ME,Hybrid,Yes,59,71,95,43,5.6,4,0
EE,Offline,No,55,36,62,41,4.6,2,0
EE,Online,Yes,95,48,85,88,4.9,0,1
CE,Offline,No,88,45,89,48,4.6,3,0
CSE,Offline,No,66,41,94,32,5.1,5,0
CSE,Hybrid,No,75,93,29,36,5.8,5,0
ECE,Online,No,72,67,46,59,5.8,1,0
CSE,Offline,No,66,64,45,82,6.1,0,1
CE,Hybrid,Yes,51,60,98,46,7.1,1,1
ECE,Offline,Yes,82,58,42,99,6.2,4,0
CSE,Online,Yes,88,40,64,71,1.8,2,0
ME,Hybrid,Yes,87,90,60,55,7.1,1,1
ECE,Hybrid,No,80,41,76,58,6.8,3,0
EE,Online,No,89,94,75,70,4.2,2,1
CSE,Offline,Yes,53,65,28,69,5,3,0
EE,Hybrid,No,50,49,97,35,7.1,5,0
EE,Hybrid,Yes,65,87,50,57,3.6,0,1
ME,Online,No,77,51,81,49,0,2,0
CE,Online,Yes,86,94,32,35,7.6,3,0
EE,Online,Yes,95,68,83,62,3.6,1,1
ME,Hybrid,Yes,54,93,69,85,4.1,2,1
EE,Hybrid,Yes,86,74,87,67,4.1,5,0
CE,Offline,No,55,95,72,42,3.8,1,1
ECE,Hybrid,Yes,56,66,27,59,3.1,1,0
ECE,Offline,No,93,85,93,74,4,2,1
CSE,Offline,Yes,80,92,25,60,3.4,3,0
CE,Online,No,52,40,52,30,2.8,5,0
ME,Online,Yes,50,45,57,58,4.4,2,0
CE,Online,No,94,76,43,75,3.7,2,1
CSE,Hybrid,Yes,90,51,74,74,7.2,1,1
CSE,Hybrid,Yes,91,65,52,99,4.5,2,1
CSE,Online,Yes,95,57,31,98,7.9,2,1
ECE,Online,Yes,87,35,52,72,5.1,2,0
ECE,Hybrid,No,96,76,36,30,5.5,1,0
CE,Online,No,79,40,40,56,5.9,3,0
ME,Offline,No,55,45,53,56,6.8,2,0
ME,Online,Yes,52,62,74,99,5.9,5,0
EE,Hybrid,Yes,62,83,77,65,5.9,0,1
CSE,Hybrid,Yes,82,57,82,89,3.9,4,0
ME,Online,Yes,58,66,97,35,5.5,2,0
EE,Online,No,56,35,29,43,5.1,0,0
ECE,Offline,No,60,58,71,86,4.5,1,1
CSE,Online,No,85,72,46,42,3.9,1,0
CSE,Online,Yes,61,56,48,69,3.9,4,0
ME,Hybrid,No,73,61,87,60,2.7,4,0
ECE,Hybrid,No,92,90,52,93,3.1,5,0
EE,Online,No,60,63,52,84,5.8,3,0
ME,Offline,Yes,88,94,42,93,5.9,2,1
ME,Hybrid,No,61,39,35,93,4.2,4,0
CSE,Hybrid,No,64,82,62,36,4.1,2,0
CSE,Online,Yes,86,61,35,55,6.1,5,0
EE,Offline,No,63,95,63,85,4.5,0,1
EE,Offline,No,73,47,42,44,6.1,1,0
CSE,Online,No,74,93,71,55,4.9,3,1
CE,Online,Yes,58,65,26,51,5.7,1,0
ME,Offline,No,50,94,44,85,2.7,1,1
CE,Offline,No,85,49,93,81,6.6,0,1
ECE,Online,No,95,79,69,71,6.5,5,1
EE,Hybrid,No,51,60,28,44,8.2,2,0
ECE,Hybrid,No,70,76,90,64,6.4,4,1
ECE,Online,Yes,69,96,60,43,5.9,1,1
ECE,Hybrid,Yes,91,41,26,42,6.5,5,0
ME,Online,Yes,88,95,71,80,3.5,4,1
ME,Offline,Yes,77,60,89,54,4.3,1,1
ECE,Offline,Yes,83,90,66,75,6.1,4,1
CE,Hybrid,No,87,69,27,47,6.6,0,1
EE,Offline,No,61,88,58,80,5.4,4,0
EE,Hybrid,No,67,81,87,35,4.7,5,0
EE,Hybrid,Yes,72,49,61,64,3.8,0,0
EE,Hybrid,No,79,95,64,59,3.4,4,0
ECE,Offline,Yes,60,72,33,30,5.1,5,0
EE,Hybrid,No,90,86,28,72,3.6,2,0
ECE,Offline,Yes,60,75,95,38,2.5,5,0
CE,Hybrid,No,85,77,81,65,4.9,3,1
CSE,Online,Yes,67,59,79,34,5.4,2,0
ME,Offline,Yes,80,98,36,97,4.9,3,1
EE,Online,No,71,43,74,42,5,0,0
ECE,Offline,No,88,93,39,93,6,1,1
CSE,Hybrid,No,75,88,37,88,7.3,1,1
EE,Online,No,76,97,44,98,5.2,5,1
CE,Offline,Yes,98,93,92,86,5.6,2,1
EE,Offline,Yes,87,88,34,79,5,2,1
EE,Online,No,83,72,48,82,4,5,0
CSE,Online,Yes,56,77,96,32,5.9,2,0
EE,Online,No,57,85,29,33,4,3,0
CE,Hybrid,No,96,64,64,88,5.5,1,1
EE,Hybrid,No,51,79,33,31,4.1,2,0
ME,Offline,No,66,47,82,71,6.2,4,0
ME,Offline,Yes,50,36,94,37,6.3,1,0
ECE,Online,Yes,67,67,80,31,2.6,4,0
ECE,Offline,Yes,63,89,66,93,5.8,5,0
EE,Online,No,56,52,43,47,7.4,2,0
CSE,Hybrid,No,78,52,27,58,3.7,1,0
EE,Online,No,54,55,38,76,3.7,0,0
ECE,Offline,Yes,97,64,34,54,3.5,1,0
EE,Online,No,97,57,52,37,4.1,0,0
EE,Hybrid,No,93,71,87,98,5.2,2,1
ECE,Online,No,57,81,63,38,5.4,5,0
CE,Offline,No,94,76,58,98,7.6,1,1
ME,Offline,No,65,63,34,59,5.2,1,0
CSE,Hybrid,No,91,36,61,52,5.2,4,0
CSE,Hybrid,Yes,64,61,85,79,5.8,2,1
ECE,Hybrid,No,88,59,69,48,3.7,3,0
CE,Hybrid,Yes,67,54,94,76,3.4,4,0
CE,Hybrid,Yes,85,36,27,61,3.5,0,0
CSE,Offline,Yes,67,61,50,92,3.8,0,1
CE,Hybrid,No,50,73,74,84,5.4,0,1
EE,Online,Yes,64,85,64,78,4.2,4,0
CSE,Hybrid,No,94,36,99,30,6.3,2,0
EE,Hybrid,No,96,62,90,65,5.2,3,1
CSE,Hybrid,No,52,79,42,76,5.9,3,0
ECE,Hybrid,Yes,77,88,61,71,6.3,1,1
EE,Online,No,52,81,58,84,3.8,3,0
ME,Hybrid,Yes,85,43,71,42,7.3,1,0
EE,Hybrid,No,50,35,54,50,3.6,5,0
EE,Hybrid,Yes,56,80,57,43,3.6,0,0
EE,Hybrid,No,63,95,66,64,3.6,4,0
CSE,Hybrid,No,89,63,49,93,4.1,1,1
ME,Hybrid,No,97,83,47,72,6.5,5,0
CSE,Online,Yes,51,75,95,31,3.7,0,1
ECE,Hybrid,Yes,95,46,96,38,4.9,1,1
ECE,Online,Yes,90,65,80,96,7.5,1,1
ECE,Online,No,76,73,64,75,5.4,0,1
CSE,Hybrid,No,76,87,41,32,5.8,1,0
ME,Hybrid,Yes,73,91,64,39,6,0,1
EE,Online,No,52,90,53,61,5,4,0
ME,Offline,Yes,50,57,39,52,5.2,1,0
ME,Online,Yes,97,44,68,32,6,1,0
CSE,Offline,No,82,44,98,52,5.1,0,1
EE,Online,Yes,79,99,38,91,5.6,2,1
EE,Online,No,96,54,74,94,4.9,3,1
CE,Hybrid,No,69,40,55,75,4.2,1,0
ME,Hybrid,No,94,39,33,51,4.9,4,0
CE,Hybrid,No,55,55,98,91,3.6,3,0
CE,Offline,Yes,62,75,55,68,7.1,1,1
EE,Offline,Yes,72,93,48,62,2.6,1,1
EE,Offline,Yes,73,72,36,31,4.7,4,0
CE,Hybrid,No,73,61,82,36,5,5,0
EE,Online,No,50,85,92,46,5.3,0,1
CE,Offline,Yes,70,45,77,75,7,2,1
EE,Offline,No,51,49,78,54,7.1,1,0
ECE,Online,No,91,94,93,44,7.4,4,1
ME,Online,Yes,74,42,95,93,7.3,5,0
CE,Hybrid,Yes,62,89,31,78,6.3,5,0
ECE,Offline,Yes,95,58,37,63,6.7,3,0
ME,Offline,Yes,74,42,93,34,4.8,2,0
EE,Online,Yes,98,71,52,84,5.4,4,1
CE,Hybrid,Yes,54,99,69,47,7,0,1
EE,Online,Yes,93,56,83,97,4.7,4,1
ECE,Offline,No,82,54,76,67,2.1,4,0
CSE,Online,Yes,81,60,55,76,5.9,4,0
EE,Offline,Yes,92,95,97,57,3.6,3,1
CE,Hybrid,Yes,61,54,85,30,5.1,0,0
CSE,Offline,No,70,47,96,99,5.6,4,1
CE,Offline,No,72,96,56,57,2.4,1,1
ECE,Hybrid,No,59,44,26,73,3.7,2,0
CE,Offline,Yes,76,37,99,44,4.3,1,0
ECE,Hybrid,Yes,94,40,45,95,3.1,3,0
CE,Online,Yes,98,61,64,37,2.2,4,0
ME,Hybrid,Yes,81,49,86,65,4.9,4,0
ME,Offline,Yes,73,78,86,38,3.9,2,0
EE,Offline,No,64,70,50,84,6.4,0,1
EE,Offline,Yes,93,46,92,31,2.3,5,0
EE,Online,No,77,74,33,31,5.9,2,0
ECE,Offline,Yes,79,84,65,77,4.2,2,1
ME,Offline,Yes,96,64,36,63,7.3,4,0
CSE,Hybrid,Yes,74,58,75,74,4.4,2,1
ME,Hybrid,Yes,92,87,46,46,6.8,4,0
ECE,Online,Yes,63,72,54,69,2,5,0
EE,Hybrid,Yes,70,73,55,58,4.8,4,0
ME,Offline,Yes,61,71,92,38,6.1,4,0
EE,Offline,Yes,79,91,76,88,4.9,1,1
ECE,Online,Yes,84,53,46,55,5.1,3,0
CSE,Online,No,66,61,31,74,4.1,1,0
ECE,Online,No,53,56,26,68,5.6,5,0
ME,Hybrid,Yes,54,76,61,33,3.5,3,0
CE,Online,No,93,37,42,32,3.8,4,0
EE,Hybrid,Yes,60,46,88,86,4.6,3,0
ECE,Hybrid,Yes,60,74,42,48,4.2,4,0
EE,Online,Yes,66,81,25,49,3.6,3,0
ECE,Offline,No,77,67,51,68,5.2,1,1
CSE,Offline,No,59,59,64,61,4.3,0,1
CSE,Online,No,61,84,44,50,6.6,1,1
CSE,Hybrid,Yes,64,54,40,46,4.3,4,0
ME,Offline,Yes,53,80,57,39,3.7,4,0
ECE,Offline,No,83,95,84,35,5.4,0,1
ECE,Online,No,66,46,64,31,6.4,4,0
EE,Offline,Yes,65,76,25,79,5.6,1,1
ME,Offline,Yes,60,64,74,74,4.6,1,1
EE,Online,Yes,71,47,82,82,3.8,4,0
EE,Offline,No,69,61,91,67,4.3,1,1
EE,Offline,Yes,77,65,49,34,4.6,5,0
ME,Offline,No,56,43,50,30,3.9,4,0
CE,Hybrid,Yes,62,78,78,94,6.3,1,1
CSE,Online,Yes,87,57,25,37,2.8,2,0
CSE,Offline,No,54,63,43,62,7.4,2,0
CE,Online,Yes,79,52,78,30,6.7,0,1
EE,Hybrid,No,65,54,51,65,5.4,3,0
CSE,Hybrid,No,64,36,38,68,5.8,3,0
CSE,Online,No,82,94,48,42,4.3,4,0
ECE,Offline,Yes,95,52,95,33,6,5,0
ECE,Offline,Yes,52,61,78,46,5.1,4,0
ECE,Offline,Yes,72,43,97,57,5.9,0,1
CE,Offline,No,75,70,75,83,7.1,2,1
CSE,Hybrid,No,95,80,28,80,4.3,3,0
CSE,Online,No,51,86,50,62,4.6,4,0
EE,Online,No,54,93,68,62,3.6,5,0
ECE,Online,Yes,84,57,71,91,5.9,1,1
CSE,Offline,Yes,97,69,77,31,4.1,1,1
CE,Online,Yes,69,85,42,58,2.2,3,0
CE,Hybrid,No,92,47,32,71,8.5,4,0
CSE,Offline,No,96,52,47,76,7.4,5,0
ECE,Hybrid,Yes,77,53,56,33,5.6,4,0
CSE,Hybrid,Yes,98,80,36,93,2.3,2,1
EE,Hybrid,Yes,60,39,75,52,4.9,5,0
CSE,Hybrid,Yes,58,79,30,56,3,3,0
ECE,Offline,No,75,87,28,78,2.9,3,0
EE,Offline,Yes,86,90,57,63,2.4,2,1
CE,Offline,Yes,82,70,67,44,5.2,4,0
ECE,Offline,No,63,82,71,81,6.3,5,0
ME,Hybrid,No,98,51,45,54,7.4,5,0
ECE,Online,No,55,56,98,55,3.2,1,0
ME,Offline,Yes,98,81,42,34,7.8,3,0
EE,Hybrid,No,89,63,29,57,6.7,5,0
ECE,Online,No,98,55,77,71,5.1,5,0
CE,Hybrid,Yes,58,51,98,70,4.6,4,0
EE,Online,Yes,75,93,85,75,8,1,1
CSE,Offline,No,83,65,82,69,1.5,0,1
CSE,Online,Yes,85,92,28,72,6.8,2,1
ECE,Offline,Yes,84,62,91,79,2.9,4,0
ECE,Hybrid,No,99,52,26,93,4.9,1,1
CSE,Hybrid,Yes,53,89,78,58,4.1,2,1
CSE,Hybrid,No,73,67,82,95,4,0,1
EE,Hybrid,No,79,96,70,69,4,2,1
CE,Hybrid,No,74,91,47,45,5.7,4,0
ECE,Hybrid,Yes,60,51,50,85,5.7,4,0
ME,Hybrid,Yes,73,43,45,64,5.5,5,0
EE,Offline,No,55,50,79,36,6.8,1,0
CSE,Hybrid,Yes,57,97,84,54,4,2,1
CSE,Online,No,57,92,53,66,3.7,1,1
ECE,Hybrid,No,50,97,78,84,6.4,1,1
CE,Hybrid,Yes,99,57,69,31,6.4,2,0
CSE,Online,Yes,98,88,86,68,3.9,5,1
ECE,Online,No,97,82,66,66,4.1,3,1
EE,Online,Yes,52,49,54,41,3.7,1,0
ECE,Offline,No,56,82,88,64,3.3,3,0
CSE,Online,Yes,98,87,93,78,4.1,1,1
CSE,Offline,Yes,79,72,66,61,5.5,2,1
CSE,Offline,No,81,96,28,68,5.4,0,1
EE,Hybrid,Yes,85,81,28,34,6.7,5,0
CSE,Hybrid,No,72,36,38,90,6.1,3,0
CSE,Online,Yes,57,69,88,80,5.2,4,0
EE,Offline,No,62,89,78,31,4,5,0
ME,Online,No,77,46,46,81,7.7,4,0
ECE,Offline,No,54,54,71,84,5.7,1,1
CSE,Offline,Yes,89,56,96,77,3.3,4,0
EE,Offline,Yes,66,69,80,67,4,1,1
ECE,Offline,No,72,99,99,37,7.6,3,1
CSE,Offline,Yes,92,69,96,44,5.1,3,1
ME,Offline,Yes,78,82,65,69,4.9,3,1
ME,Hybrid,No,50,93,36,33,3.4,1,0
EE,Offline,Yes,50,70,67,54,2.3,0,0
CE,Offline,Yes,91,53,93,32,5.1,5,0
ECE,Online,Yes,52,86,97,94,3.4,0,1
EE,Offline,Yes,71,54,46,45,7.5,2,0
CSE,Online,No,99,94,39,47,4.7,1,1
ECE,Hybrid,No,65,71,93,93,4.7,1,1
CSE,Hybrid,Yes,66,66,29,70,3.2,3,0
CE,Online,Yes,90,95,74,66,5.7,0,1
CSE,Online,Yes,93,86,33,76,5.4,3,1
ECE,Offline,Yes,55,59,31,56,2.9,5,0
CE,Online,No,59,70,80,53,4.4,2,0
ECE,Hybrid,Yes,99,64,80,77,3.9,0,1
ECE,Hybrid,No,98,69,54,80,4.2,3,1
CE,Offline,No,63,67,91,31,4.7,0,1
CE,Online,Yes,77,77,41,34,7.4,3,0
ECE,Offline,No,51,92,83,46,6.1,3,0
EE,Online,No,85,47,46,98,9.2,1,1
ECE,Offline,No,87,36,43,60,6.4,5,0
EE,Hybrid,No,87,76,30,57,7.6,5,0
ECE,Online,Yes,97,86,64,75,3.1,1,1
CSE,Offline,Yes,85,78,86,80,1.9,5,0
CSE,Hybrid,Yes,66,91,41,45,8.2,4,0
CSE,Online,No,53,46,95,99,6,4,0
EE,Offline,No,65,39,29,91,3.6,3,0
ME,Online,Yes,91,96,26,78,6.8,0,1
EE,Hybrid,Yes,51,86,30,73,4.8,3,0
CSE,Hybrid,No,60,42,98,98,4.8,4,0
ECE,Online,No,99,62,84,86,7.2,4,1
ME,Hybrid,No,59,40,63,48,7.1,2,0
CE,Offline,No,58,47,45,96,3.4,0,1
CSE,Online,No,53,47,69,64,3.5,5,0
CE,Offline,No,99,67,26,64,3.5,2,0
ECE,Hybrid,No,93,68,54,88,4.7,1,1
CE,Online,No,95,68,83,70,5.1,5,0
ME,Online,No,61,67,26,48,4,3,0
ECE,Hybrid,Yes,84,47,55,50,4.3,3,0
CE,Offline,No,57,44,92,54,2.8,3,0
CE,Online,Yes,99,84,45,71,4.2,2,1
ECE,Offline,No,54,97,60,78,4.8,5,0
CE,Hybrid,No,76,82,33,88,4.8,5,0
ECE,Online,No,79,90,76,90,3.9,5,1
ME,Hybrid,Yes,69,45,89,67,5.1,5,0
ECE,Online,Yes,90,49,45,68,7.9,1,1
CSE,Hybrid,No,93,48,70,34,3.2,1,0
ME,Online,No,64,51,26,30,2,3,0
ECE,Online,No,82,65,83,91,3.8,3,1
CSE,Offline,Yes,60,82,28,33,4.8,1,0
CSE,Offline,No,63,43,37,67,2.1,3,0
CE,Online,No,60,93,36,32,5.4,4,0
ME,Offline,No,57,92,44,71,2.5,1,0
ME,Offline,Yes,97,88,75,71,4.5,1,1
EE,Online,Yes,53,35,33,42,4.8,0,0
EE,Offline,Yes,75,76,53,57,4.9,3,0
ME,Online,Yes,86,40,48,81,5.1,4,0
ECE,Offline,No,97,35,88,93,5.7,0,1
ME,Offline,No,83,53,68,92,3.6,1,1
CE,Online,No,88,58,91,42,4.6,5,0
ME,Offline,Yes,67,43,97,30,4.8,2,0
EE,Offline,No,94,79,84,44,2.1,1,1
CSE,Offline,Yes,60,92,68,47,3.6,1,1
ECE,Offline,No,60,65,57,56,2.7,5,0
ECE,Hybrid,Yes,73,63,66,43,4.8,5,0
ME,Offline,Yes,72,38,63,53,2.7,4,0
EE,Online,Yes,84,83,53,81,2.9,4,0
EE,Offline,No,56,38,52,90,5.2,1,0
CE,Hybrid,No,80,39,72,46,5.1,0,0
CSE,Hybrid,Yes,61,78,38,78,7.7,3,0
ECE,Offline,No,60,46,35,80,2.6,4,0
EE,Online,No,51,39,29,77,5.3,3,0
ME,Online,No,82,68,33,44,5,1,0
ME,Offline,Yes,78,56,52,55,6.7,2,0
CSE,Offline,Yes,95,38,87,67,3.9,3,0
CSE,Hybrid,No,90,53,56,55,4.3,0,1
EE,Offline,Yes,50,68,31,34,3.1,1,0
CE,Offline,Yes,55,92,31,46,5.8,3,0
ECE,Hybrid,Yes,68,54,73,47,6.5,5,0
ME,Offline,No,56,84,78,55,4.2,4,0
ME,Offline,No,59,35,69,64,6.6,0,1
ME,Offline,Yes,83,85,97,46,4.2,4,0
CE,Online,No,89,37,51,44,5.8,5,0
CE,Offline,No,95,91,86,88,5.4,3,1
ECE,Offline,Yes,98,44,59,65,4.3,0,1
CE,Hybrid,Yes,84,45,37,48,4.6,4,0
EE,Hybrid,No,62,46,71,90,6.2,3,0
CSE,Hybrid,No,60,70,56,79,6.9,0,1
CE,Hybrid,No,85,53,36,99,5.3,0,1
ME,Hybrid,Yes,60,91,92,72,5.4,2,1
ECE,Offline,No,83,96,77,63,6.1,1,1
EE,Offline,Yes,89,83,81,31,3,0,1
ME,Hybrid,No,59,40,86,32,6.4,0,0
EE,Hybrid,No,67,97,88,69,4.3,1,1
ECE,Online,Yes,87,98,63,34,4.6,0,1
CSE,Hybrid,No,83,99,26,95,4.9,1,1
EE,Offline,No,74,73,53,56,4.8,4,0
CSE,Hybrid,No,62,52,59,35,6,0,0
EE,Hybrid,No,80,80,31,52,5,0,1
ME,Online,No,66,80,39,41,8.5,0,1
EE,Hybrid,No,59,87,98,30,8.4,0,1
ECE,Online,Yes,90,94,61,51,4.2,0,1
CSE,Offline,Yes,55,72,45,82,2.1,4,0
ECE,Hybrid,Yes,51,56,71,76,2,5,0
CSE,Hybrid,Yes,89,87,67,82,4.6,3,1
ECE,Offline,Yes,52,83,63,93,6.2,5,0
EE,Hybrid,No,91,86,61,30,5.4,0,1
ECE,Offline,No,66,92,28,94,6.8,5,0
CE,Online,Yes,74,68,37,94,5.5,1,1
ECE,Offline,No,78,92,58,56,5.3,2,1
ME,Hybrid,Yes,55,91,83,96,2.9,5,0
CE,Hybrid,No,58,95,88,79,6.1,4,1
CSE,Online,No,95,58,68,31,5.6,5,0
CSE,Hybrid,Yes,72,79,30,84,5.7,1,1
CE,Offline,No,97,98,76,63,5.1,2,1
ECE,Offline,No,72,77,63,39,5.6,4,0
ECE,Online,Yes,85,66,88,65,4.3,5,0
ECE,Online,Yes,81,39,53,53,2.1,3,0
ME,Hybrid,Yes,71,39,61,45,4.1,1,0
CE,Hybrid,Yes,98,72,38,46,1.9,2,0
EE,Online,No,64,39,85,69,5.2,1,1
ME,Offline,No,80,47,48,47,3.8,2,0
ME,Hybrid,Yes,79,49,81,33,4,0,0
ME,Offline,Yes,77,79,93,44,3.4,3,0
CSE,Online,Yes,66,38,95,48,3.7,4,0
ME,Offline,Yes,88,41,58,66,4.2,3,0
CSE,Offline,Yes,57,64,91,47,8.9,5,0
CSE,Hybrid,No,84,89,70,44,3.8,0,1
CSE,Online,Yes,84,94,62,99,3.7,4,1
CSE,Offline,Yes,60,91,71,73,4.6,1,1
ECE,Online,No,66,95,31,30,5.7,5,0
EE,Hybrid,No,87,53,49,73,5.9,4,0
CSE,Offline,Yes,56,88,33,96,2.2,1,1
ECE,Offline,Yes,98,92,94,54,2.5,1,1
ECE,Hybrid,No,66,76,73,78,4.7,2,1
ME,Hybrid,No,94,62,94,79,8.4,1,1
ECE,Offline,Yes,94,46,89,56,5.1,3,0
ECE,Online,No,65,44,67,58,5,3,0
ECE,Hybrid,No,51,84,76,31,4.7,2,0
EE,Offline,No,73,82,70,81,5.9,2,1
CSE,Hybrid,Yes,73,43,32,58,4.4,2,0
CE,Online,Yes,69,60,40,89,2.1,1,0
CSE,Online,Yes,70,87,50,87,5.2,5,0
CE,Offline,No,69,87,43,49,4.1,4,0
ECE,Offline,No,68,88,77,88,2.5,2,1
CSE,Hybrid,Yes,63,78,74,51,6.8,1,1
CSE,Online,No,86,54,81,53,3.7,5,0
CSE,Hybrid,No,81,57,59,79,7.2,4,0
ECE,Online,No,67,49,74,92,4,3,0
EE,Online,No,72,76,27,52,4.8,2,0
ME,Offline,No,69,51,35,59,4.7,0,0
EE,Offline,Yes,69,80,39,38,5.9,1,0
ECE,Offline,No,70,62,36,60,3.9,4,0
CE,Online,Yes,61,91,74,48,3.4,2,0
EE,Offline,Yes,82,75,96,56,5.9,2,1
EE,Hybrid,Yes,88,90,95,58,6,5,1
CSE,Online,Yes,61,59,61,99,5.4,4,0
ME,Hybrid,Yes,77,53,89,69,4.6,4,0
CE,Online,Yes,64,84,36,63,8,5,0
CE,Hybrid,No,87,36,63,72,4.4,1,0
CE,Hybrid,No,83,90,89,99,1.7,0,1
ME,Online,Yes,60,83,83,35,4.4,3,0
ECE,Hybrid,Yes,71,79,74,67,2.7,2,0
ME,Hybrid,No,78,38,67,76,5.1,0,1
EE,Online,No,99,84,83,78,7.1,5,1
ECE,Online,No,94,54,81,35,6.7,4,0
ECE,Hybrid,Yes,95,58,57,61,7.5,4,0
ECE,Online,Yes,81,67,36,91,5.9,0,1
ECE,Online,No,79,63,85,81,6.7,1,1
EE,Online,Yes,57,88,66,76,6.1,5,0
CSE,Offline,No,51,65,96,60,5.3,2,1
EE,Hybrid,No,84,98,40,47,7.4,1,1
ECE,Online,Yes,58,92,95,30,5.6,2,1
EE,Online,Yes,64,81,90,48,5.9,0,1
ME,Online,Yes,51,44,84,50,4.8,0,0
EE,Online,No,62,80,74,52,5.4,1,1
CSE,Online,Yes,65,35,79,80,6.8,5,0
CSE,Online,No,73,95,28,37,5.5,3,0
ECE,Hybrid,No,60,98,68,79,6.6,3,1
ECE,Online,Yes,50,93,97,79,7.4,5,1
CE,Hybrid,No,94,82,26,91,4.6,3,1
CE,Offline,Yes,69,79,93,37,3.3,5,0
EE,Hybrid,Yes,84,36,58,83,4.8,4,0
ECE,Hybrid,No,51,51,85,60,7.8,3,0
CE,Hybrid,No,99,49,60,43,2.8,0,0
CE,Online,No,82,93,31,34,3.9,0,0
EE,Offline,Yes,68,50,29,84,5.8,3,0
ME,Offline,No,85,75,81,34,4.7,3,0
CE,Hybrid,No,76,99,42,53,7.3,1,1
ECE,Hybrid,Yes,63,55,43,53,8.9,2,0
ME,Hybrid,No,96,45,93,69,4.9,1,1
CE,Online,No,68,70,69,48,3.9,2,0
ME,Online,No,67,50,82,73,6.4,3,0
CE,Online,No,90,41,53,68,4.7,1,0
EE,Online,Yes,56,94,34,66,6,0,1
CSE,Online,No,54,68,45,72,8,0,1
CE,Online,No,60,39,80,62,5.4,1,0
ME,Online,Yes,61,76,38,93,6.4,3,0
CSE,Hybrid,Yes,90,44,76,48,5.6,5,0
EE,Offline,No,68,75,92,45,4.4,3,0
EE,Hybrid,Yes,88,77,54,44,5.8,1,1
ME,Hybrid,Yes,82,71,78,38,4.3,2,0
EE,Hybrid,Yes,88,54,38,89,6.1,1,1
CE,Offline,No,72,96,83,32,5.2,4,0
CE,Offline,No,66,42,54,54,5.4,5,0
ECE,Hybrid,Yes,51,83,30,97,6.1,3,0
ECE,Offline,Yes,96,76,91,80,6.8,3,1
ECE,Online,No,80,98,83,81,5.6,4,1
CSE,Offline,No,99,52,99,73,4,0,1
ECE,Hybrid,No,74,45,91,44,3.1,4,0
CSE,Offline,Yes,53,81,41,96,6.8,2,1
CSE,Online,No,74,93,49,66,6.8,3,1
EE,Online,No,93,99,79,72,3.5,1,1
EE,Hybrid,No,80,91,55,59,5,5,0
ME,Offline,No,93,93,66,94,4.2,3,1
ECE,Online,Yes,66,89,59,75,3.8,5,0
EE,Hybrid,No,50,49,95,37,5.1,5,0
CSE,Hybrid,Yes,76,79,55,76,3.3,4,0
EE,Online,Yes,57,65,83,31,2.1,2,0
EE,Hybrid,No,75,36,54,96,2.8,0,1
EE,Hybrid,No,51,89,63,73,4.5,0,1
EE,Offline,Yes,75,78,53,37,6,3,0
EE,Offline,Yes,80,67,55,43,1.7,0,0
CE,Online,No,81,66,91,81,6.8,1,1
CE,Online,Yes,83,97,26,54,6.2,3,0
ME,Offline,No,78,42,77,54,4.8,1,0
CSE,Online,Yes,97,87,90,85,2.5,5,1
ECE,Online,No,54,49,36,63,5.6,2,0
ME,Hybrid,Yes,56,37,53,51,6.9,5,0
EE,Hybrid,No,57,46,75,41,6.8,0,0
ECE,Online,Yes,51,88,83,32,3.2,0,1
CSE,Offline,No,82,93,56,73,1.6,3,0
CSE,Online,Yes,58,82,31,82,2,1,0
EE,Online,No,90,99,66,40,5.2,4,0
ECE,Online,Yes,79,36,32,53,9.6,2,0
ME,Hybrid,No,54,51,98,66,4.6,0,1
CE,Hybrid,No,96,46,97,64,3.8,2,1
ME,Online,No,96,36,41,86,3.2,2,0
EE,Online,Yes,62,36,75,63,7.9,5,0
CSE,Online,No,98,94,55,69,2.9,1,1
CE,Offline,Yes,68,54,79,46,4.1,1,0
EE,Offline,No,86,76,52,94,4.3,2,1
CE,Offline,No,88,77,88,32,8.9,5,0
CE,Hybrid,Yes,72,53,99,72,6,5,0
ECE,Hybrid,No,95,79,61,80,4.8,3,1
